Unique_Project_ID,Project_Name,Bay_Segment,Lead_Entity,Project_Activity,Project_Technology,Completion_Date,TN_Reduction_lbs_yr,ProjectLatitude,ProjectLongitude,Acres,ActualProjectCost
1218,Onsite Stormwater Management System,Hillsborough Bay,Kinder-Morgan/Pakhoed Dry Bulk Terminals,Point_Source,BMP_On_Site,1998,13882,27.900782,-82.417799,,$0.00 
1219,Kinder-Morgan Tampaplex Terminal (formerly  IMC Port Sutton) Elimination of Heating Water Discharge,Hillsborough Bay,Kinder-Morgan/Pakhoed Dry Bulk Terminals,Point_Source,PS_Treatment,2005,18200,27.900782,-82.417799,,$0.00 
1220,Stormwater Connection to Hookers Point Wastewater Treatment Plant,Hillsborough Bay,CSX Transportation,Nonpoint_Source,Send_to_WWTP,2005,3200,27.916449,-82.417664,,$0.00 
1221,Lake Tarpon Water Quality Area 6 Alum Treatment,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Alum_Treatment,2012,5055.6,28.012172,-82.609611,,"$520,000.00 "
1222,Braden River Park of Commerce,Lower Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2007,508,27.59344,-82.675961,,$0.00 
1223,Conservation Easement,Lower Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2009,584,27.59344,-82.675961,,$0.00 
1224,Stormwater Pond,Lower Tampa Bay,Manatee County,Nonpoint_Source,BMP_Stormwater_Pond,2005,110.6,27.59344,-82.675961,,$0.00 
1225,Moody Branch Land Acquisition,Middle Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2003,2695,27.662673,-82.215645,,"$6,000,000.00 "
1226,Gulfstream Pipeline Mitigation,Middle Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2008,166,27.63085538,-82.46453374,,$0.00 
1227,Neal Preserve,Lower Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2005,409,27.492947,-82.685755,,"$9,000,000.00 "
1228,Manatee County Island Trolley Program,Lower Tampa Bay,Manatee County,Nonpoint_Source,Atmospheric_Deposition,2002,NA,27.59344,-82.675961,,"$1,000,000.00 "
1229,Spoil Island Restoration,Lower Tampa Bay,Manatee County,Habitat_Establishment,Mangrove,2002,NA,27.59344,-82.675961,,$0.00 
1230,Peanut Creek Restoration,Lower Tampa Bay,Manatee County,Habitat_Enhancement,Hydrologic_Modification,2002,NA,27.59344,-82.675961,,"$926,000.00 "
1231,Seagrass Mitigation,Lower Tampa Bay,Manatee County,Habitat_Enhancement,Management,2002,NA,27.59344,-82.675961,,$0.00 
1232,Grassy Point Project,Lower Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2002,115.5,27.491669,-82.705239,,"$347,000.00 "
1233,Seagrass Protection as mitigation,Lower Tampa Bay,Manatee County,Habitat_Protection,Protection,2004,NA,27.59344,-82.675961,,"$2,400.00 "
1234,Perico Harbor Clean Marina,Lower Tampa Bay,Manatee County,Nonpoint_Source,BMP_Management,2001,NA,27.59344,-82.675961,,$0.00 
1235,Septic Tank Setback Ordinance,Lower Tampa Bay,Manatee County,Nonpoint_Source,BMP_Management,2004,NA,27.59344,-82.675961,,$0.00 
1236,Seagrass Protection Ordinance 04-72,Lower Tampa Bay,Manatee County,Habitat_Protection,Protection,2004,NA,27.59344,-82.675961,,"$100,000.00 "
1237,Irrigation Requirements for Developments,All Segments,Manatee County,Nonpoint_Source,Regulation,1999,NA,27.79,-82.442,,$0.00 
1238,Best Practices for Landscape Bed Cultivation,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Management,2004,NA,28.019236,-82.21548,,"$10,000.00 "
1239,This Old Pond Video,All Segments,TBRPC,Nonpoint_Source,Education,2000,NA,27.79,-82.442,,$200.00 
1240,Litter Bag Campaign,All Segments,TBRPC,Nonpoint_Source,Education,2001,NA,27.79,-82.442,,"$2,500.00 "
1241,Discovery Garden,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2004,NA,28.019236,-82.21548,,"$17,000.00 "
1242,Stormwater Diversion Project,Old Tampa Bay,TBRPC,Nonpoint_Source,Education,2005,NA,28.012172,-82.609611,,"$5,000.00 "
1243,Hillsborough River Campaign,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2004,NA,28.019236,-82.21548,,"$5,834.00 "
1244,Hillsborough River Greenways Task Force-HRGTF,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2005,NA,28.019236,-82.21548,,"$2,300.00 "
1245,City of Temple Terrace River Fest,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2005,NA,28.019236,-82.21548,,"$2,162.00 "
1246,IMC Agrico Company Termination of Ammonia in Flot Plants - Little Manatee River,Middle Tampa Bay,Mosaic,Point_Source,PS_Treatment,1995,21000,27.662673,-82.215645,,$0.00 
1247,Bartow Phosphate Complex -  Enhanced Process Water Evaporation -  Nutrient Load Prevention -Project-2005,Hillsborough Bay,Mosaic,Point_Source,PS_Treatment,2005,3520,27.866425,-81.928348,,$0.00 
1248,East Gate Drainage Improvements,Old Tampa Bay,SWFWMD,Nonpoint_Source,BMP_Stormwater_Pond,2005,518,28.012172,-82.609611,,$0.00 
1249,Hillgrove and Stearns Stormwater Facilities -  Phase I-Alafia River,Hillsborough Bay,Hillsborough County,Nonpoint_Source,BMP_Treatment_Train,2011,1916.1,27.89003,-82.239398,,"$2,729,119.00 "
1250,I-4 from I-75 to McIntosh Road - Baker Creek Mitigation,Hillsborough Bay,FDOT,Nonpoint_Source,BMP_Wetland_Treatment,1999,NA,28.019236,-82.21548,,$0.00 
1251,Bartow Phosphate Complex -  Enhanced Process Water Evatoration -  Nutrient Load Prevention Project,Hillsborough Bay,Mosaic,Point_Source,PS_Treatment,2006,3520,27.866425,-81.928348,,$0.00 
1252,Five-Year Stormwater Capital Improvement Program,Old Tampa Bay,City of Tampa,Nonpoint_Source,BMP_Management,2010,NA,27.86714745,-82.35780285,,$0.00 
1253,Cabbage Patch Point,Old Tampa Bay,City of Largo,Habitat_Establishment,Mangrove,2007,NA,28.012172,-82.609611,,$0.00 
1254,Hurley Tailwater Pond,Hillsborough Bay,Hillsborough County,Nonpoint_Source,BMP_Agricultural,2006,664.3,27.768576,-82.267185,,"$250,000.00 "
1255,Lake Meade Water Quality Improvement,Hillsborough Bay,Hillsborough County,Habitat_Protection,Protection,2011,417.9,27.947417,-82.29465,,"$200,000.00 "
1256,Fairwood Forest Channel Improvements,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Management,2009,NA,27.972052,-82.723811,,$0.00 
1257,Channel A at the Long Center,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Management,2006,NA,28.012172,-82.609611,,$0.00 
1258,Bayview Park,Old Tampa Bay,City of Clearwater,Habitat_Protection,Acquisition,2008,NA,27.960191,-82.709688,,$0.00 
1259,Arcturas Pond Outfall,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Management,2001,NA,28.012172,-82.609611,,$0.00 
1260,Unpaved Alleys Sediment and Erosion Control,Old Tampa Bay,City of Largo,Nonpoint_Source,BMP_Management,2010,NA,27.86714745,-82.35780285,,"$700,000.00 "
1261,58th Street North Sewer Extension Project,Old Tampa Bay,City of Largo,Nonpoint_Source,Send_to_WWTP,2006,NA,28.012172,-82.609611,,$0.00 
1262,Citywide Drainage Improvement Projects,Old Tampa Bay,City of Largo,Nonpoint_Source,BMP_Management,2001,NA,28.012172,-82.609611,,"$250,000.00 "
1263,Alcove Subdivision Creek Restoration,Old Tampa Bay,City of Largo,Habitat_Enhancement,Hydrologic_Modification,2013,NA,27.86714745,-82.35780285,,"$900,000.00 "
1264,Long Branch Creek Drainage Basin Improvements,Old Tampa Bay,City of Largo,Nonpoint_Source,BMP_Management,2009,NA,28.012172,-82.609611,,"$75,000.00 "
1265,"Outfall from SR 580 to Sweetwater Creek Canal ""C"" Suntree baffle box retrofit",Old Tampa Bay,FDOT,Nonpoint_Source,BMP_Baffle_Box,2005,34,28.012172,-82.609611,,$0.00 
1266,North Dale Mabry Highway Stormwater Retrofit & Wetland Restoration,Old Tampa Bay,FDOT,Nonpoint_Source,BMP_Treatment_Train,2012,900,28.012172,-82.609611,,$0.00 
1267,City of Plant City -  Existing Reuse by Reclaimed Water Irrigation,Hillsborough Bay,City of Plant City,Point_Source,Increase_Reuse,2007,1257.1,28.019236,-82.21548,,$0.00 
1268,City of Plant City -  Reclaimed Water Irrigation at City Parks,Hillsborough Bay,City of Plant City,Point_Source,Increase_Reuse,2009,244.2,28.019236,-82.21548,,$0.00 
1269,City of Plant City proposed reuse by reclaimed water irrigation at Walden Lake Golf course,Hillsborough Bay,City of Plant City,Point_Source,Increase_Reuse,2012,1600.2,27.988027,-82.155848,,"$3,600,000.00 "
1270,Manatee Plant Cooling Pond Seepage Return Project,Middle Tampa Bay,Florida Power & Light,Nonpoint_Source,BMP_Management,1994,12951.2,27.662673,-82.215645,,$0.00 
1271,Tampa Bay Regional Surface Water Treatment Plant Expansion,Hillsborough Bay,Tampa Bay Water,Nonpoint_Source,Send_to_WWTP,2008,61293,27.857194,-82.268657,,"$133,000,000.00 "
1272,Tampa Bay Water Regional Surface Water Treatment Plant,Hillsborough Bay,Tampa Bay Water,Nonpoint_Source,Send_to_WWTP,2003,151760,27.9607937,-82.34500766,,$0.00 
1273,Tampa Bay Regional Surface Water Treatment Plant Expansion,Hillsborough Bay,Tampa Bay Water,Nonpoint_Source,Send_to_WWTP,2008,78456,27.982428,-82.352551,,$0.00 
1274,Facility Improvements,Hillsborough Bay,Eastern Terminals,Point_Source,BMP_On_Site,2008,3000,27.86714745,-82.35780285,,$0.00 
1275,Robles Park Water Quality and Natural Systems Improvement,Hillsborough Bay,SWFWMD,Habitat_Enhancement,Freshwater_Wetland,2012,NA,27.86714745,-82.35780285,,"$341,935.00 "
1276,Creative Drive Outfall Project,Hillsborough Bay,Polk County,Nonpoint_Source,BMP_Management,2006,NA,27.96387,-81.968871,,"$218,225 "
1277,Agricultural BMPs,Hillsborough Bay,FDEP/FDACS,Nonpoint_Source,BMP_Agricultural,2012,NA,27.84879046,-81.90994263,,NA
1278,Agricultural BMPs,Hillsborough Bay,FDEP/FDACS,Nonpoint_Source,BMP_Agricultural,2012,NA,27.84879046,-81.90994263,,NA
1279,New River Bacteria Source Assessment,Hillsborough Bay,Pasco County,Nonpoint_Source,BMP_Management,2011,NA,28.18612539,-82.26493835,,86620
1280,Rivergarden Park Sediment Traps,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2007,1.7,27.973438,-82.4806909,,NA
1281,Westshore Ditch Bottom Sumps,Old Tampa Bay,City of Tampa,Nonpoint_Source,BMP_Management,2004,140,27.87083871,-82.53096503,,58815
1282,Sediment Trap: 30th and Corrine,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,1998,4.4,27.9490062,-82.42654093,,NA
1283,Sediment Trap: 46th and Riverhills,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2008,2.2,28.02199831,-82.41004183,,348000
1284,Sediment Trap: Spring Lake,Old Tampa Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2005,4.6,27.91389095,-82.52669924,,175000
1285,Sediment Trap: Epps Park,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2003,2.5,28.00727349,-82.46417885,,120000
1286,Sediment Trap: North Street Outfall,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2003,3.2,28.00542371,-82.4648599,,207000
1287,Sediment Trap: Neptune Way Canal,Old Tampa Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2003,2.7,27.94135476,-82.52529097,,76000
1288,Sediment Trap: Lake Kipling Project #1,Old Tampa Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2005,10.4,27.92164991,-82.52332531,,355000
1289,Sediment Trap: Lake Roberta Downstream Defender unit,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2005,5.1,28.00057518,-82.45089214,,146000
1290,Sediment Trap: Marjorie Park Marina,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2005,NA,27.92984072,-82.45563837,,NA
1291,Sediment Trap: West Tampa,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2005,1.5,27.97661666,-82.48889106,,278000
1292,Sediment Trap: Columbus at Riverside S,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2007,NA,27.96536341,-82.47430521,,119000
1293,Sediment Trap NSBB: N Park Circle,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2009,3.7,28.0130837,-82.4414387,,NA
1294,Urban Lake Rescue -  Lake Roberta,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Management,2010,31.1,28.00111631,-82.44902588,,1113832
1295,Urban Lake Rescue -  Lake Kipling,Old Tampa Bay,City of Tampa,Nonpoint_Source,BMP_Management,2010,NA,27.921627,-82.524016,,1129765
1296,W Palmetto St Stormwater Improvements,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Stormwater_Pond,2011,4.3,27.96238125,-82.49834043,,25000
1297,47th & Frierson Pond Project,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Stormwater_Pond,2011,7.4,27.99428653,-82.40599231,,125000
1298,North Tampa Closed Basins - Phase I,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Stormwater_Pond,2012,10,28.04722491,-82.44657091,,1100000
1299,Alafia River Cooridor - North Prong,Hillsborough Bay,Hillsborough County,Habitat_Protection,Acquisition,2006,NA,27.8892,-82.0919,,8264400
1300,East Lake Outfall Water Quality Improvement Retrofit,Hillsborough Bay,SWFWMD,Nonpoint_Source,BMP_Management,2000,NA,27.98789,-82.373728,,1260921
1301,CSXT Rockport Terminal Non-Contact Storm Water Mgmt,Hillsborough Bay,CSX Transportation,Point_Source,BMP_On_Site,2011,NA,27.915475,-82.420308,,NA
1302,Plant repowering,Old Tampa Bay,Progress Energy Inc.,Nonpoint_Source,Atmospheric_Deposition,2009,15900,27.8616,-82.6008,,NA
1303,Jean Park STA,Hillsborough Bay,Hillsborough County,Nonpoint_Source,BMP_Management,2002,30.1,28.067864,-82.472364,,NA
1304,Perico Preserve,Lower Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2007,NA,27.50125472,-82.67930833,,4132590
1305,29th S/N Nutrient Seperating Baffle Box,Middle Tampa Bay,City of St. Petersburg,Nonpoint_Source,BMP_Baffle_Box,2010,105.8,27.782974,-82.671154,,NA
1306,Allen's Creek Erosion Control,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2010,NA,27.95379,-82.75844,,690000
1307,Alligator Creek Channel B Phase III,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2010,NA,27.986,-82.7241,,3824600
1308,Alligator Creek Channel B Phase II,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2008,NA,27.986,-82.7274,,500000
1309,City-Wide Reclaimed Water Service,Old Tampa Bay,City of Clearwater,Point_Source,Increase_Reuse,2011,NA,27.964688,-82.744732,,NA
1310,Acceptance of City of Plant City Reclaimed Water at CF Industries-Plant City Facility,Hillsborough Bay,Mosaic,Point_Source,Increase_Reuse,2008,15257.6,28.163949,-82.147351,,NA
1311,Bartow Operations Effluent Treatment Wetland System,Hillsborough Bay,Mosaic,Point_Source,PS_Treatment,2011,880,27.768537,-81.943245,,NA
1312,City of Tampa Interactive Watershed Atlas,Hillsborough Bay,City of Tampa,Nonpoint_Source,Education,2007,NA,27.977424,-82.451019,,NA
1313,North Boulevard Siphon Rehabilitation Project,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Management,2009,NA,27.950208,-82.4684,,"$295,250 "
1314,12th Street Forcemain Replacement,Hillsborough Bay,City of Tampa,Point_Source,Management,2009,NA,28.018916,-82.447264,,"$13,000,000 "
1315,W.E. Dunn BNR Optimization,Old Tampa Bay,Pinellas County,Point_Source,PS_Treatment,2009,NA,28.109681,-82.766705,,NA
1316,Annual Street Sweeping Maintenance BMP,Old Tampa Bay,City of Tampa,Nonpoint_Source,Street_Sweeping,2012,NA,27.977424,-82.507324,,NA
1317,Street Sweeping - Middle Tampa Bay,Middle Tampa Bay,City of St. Petersburg,Nonpoint_Source,Street_Sweeping,2007,500,27.768925,-82.642078,,NA
1318,Street Sweeping - Old Tampa Bay,Old Tampa Bay,City of St. Petersburg,Nonpoint_Source,Street_Sweeping,2012,136,27.874894,-82.643108,,NA
1319,Pinellas County Fertilizer Ordinance,Old Tampa Bay,Pinellas County,Nonpoint_Source,Education,2010,NA,27.880356,-82.729797,,NA
1320,Manatee County Fertilizer Ordinance,Lower Tampa Bay,Manatee County,Nonpoint_Source,Education,2011,NA,27.542371,-82.367249,,NA
1321,Street Sweeping - Hillsborough County Total,Old Tampa Bay,Hillsborough County,Nonpoint_Source,Street_Sweeping,2012,1958,28.047743,-82.580109,,NA
1322,Street Sweeping - City of Plant City,Hillsborough Bay,City of Plant City,Nonpoint_Source,Street_Sweeping,2012,434.6,28.01956,-82.115936,,NA
1323,Street Sweeping in Alafia River Basin,Hillsborough Bay,FDOT,Nonpoint_Source,Street_Sweeping,2013,NA,27.857726,-82.346542,,NA
1324,SWIM Phase 3 Ecosystem Restoration,Middle Tampa Bay,MacDill Air Force Base,Habitat_Enhancement,Hydrologic_Modification,2013,965.9,27.833169,-82.483371,,1900000
1325,Itchepackesassa Creek Wetland Treatment Project,Hillsborough Bay,Polk County,Nonpoint_Source,BMP_Management,2013,3760,28.107196,-82.094937,,"$4,783,619.00 "
1326,SHARP,Hillsborough Bay,Hillsborough County,Point_Source,PS_Treatment,2016,17096.4,27.80833333,-82.39083333,,NA
1327,Street Sweeping,Old Tampa Bay,City of Safety Harbor,Nonpoint_Source,Street_Sweeping,2015,NA,0,0,,45000
1328,Street Sweeping,Old Tampa Bay,City of Safety Harbor,Nonpoint_Source,Street_Sweeping,2016,NA,0,0,,45000
1329,Street Sweeping,Old Tampa Bay,Pinellas County,Nonpoint_Source,Street_Sweeping,2012,NA,0,0,,NA
1330,Street Sweeping,Middle Tampa Bay,Pinellas County,Nonpoint_Source,Street_Sweeping,2012,NA,0,0,,NA
1331,Stormwater Catch Basin Cleanouts,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2012,NA,0,0,,NA
1332,Stormwater Catch Basin Cleanouts,Middle Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2012,NA,0,0,,NA
1333,Street Sweeping Improved,Old Tampa Bay,Pinellas County,Nonpoint_Source,Street_Sweeping,2017,NA,0,0,,NA
1334,Street Sweeping Improved,Middle Tampa Bay,Pinellas County,Nonpoint_Source,Street_Sweeping,2017,NA,0,0,,NA
